Season,MatchID,Sum of MatchWeek,HomeTeam,AwayTeam,Sum of FullTimeHomeTeamGoals,Sum of FullTimeAwayTeamGoals,FullTimeResult,Sum of HomeTeamPoints,Sum of AwayTeamPoints
2013-2014,2013-2014_Fulham_Sunderland,21,Fulham,Sunderland,1,4,A,0,3
2013-2014,2013-2014_Fulham_Swansea,12,Fulham,Swansea,1,2,A,0,3
2013-2014,2013-2014_Fulham_Tottenham,14,Fulham,Tottenham,1,2,A,0,3
2013-2014,2013-2014_Fulham_West Brom,4,Fulham,West Brom,1,1,D,1,1
2013-2014,2013-2014_Fulham_West Ham,20,Fulham,West Ham,2,1,H,3,0
2013-2014,2013-2014_Hull_Arsenal,37,Hull,Arsenal,0,3,A,0,3
2013-2014,2013-2014_Hull_Aston Villa,7,Hull,Aston Villa,0,0,D,1,1
2013-2014,2013-2014_Hull_Cardiff,4,Hull,Cardiff,1,1,D,1,1
2013-2014,2013-2014_Hull_Chelsea,21,Hull,Chelsea,0,2,A,0,3
2013-2014,2013-2014_Hull_Crystal Palace,12,Hull,Crystal Palace,0,1,A,0,3
2013-2014,2013-2014_Hull_Everton,40,Hull,Everton,0,2,A,0,3
2013-2014,2013-2014_Hull_Fulham,19,Hull,Fulham,6,0,H,3,0
2013-2014,2013-2014_Hull_Liverpool,13,Hull,Liverpool,3,1,H,3,0
2013-2014,2013-2014_Hull_Man City,30,Hull,Man City,0,2,A,0,3
2013-2014,2013-2014_Hull_Man United,18,Hull,Man United,2,3,A,0,3
2013-2014,2013-2014_Hull_Newcastle,28,Hull,Newcastle,1,4,A,0,3
2013-2014,2013-2014_Hull_Norwich,2,Hull,Norwich,1,0,H,3,0
2013-2014,2013-2014_Hull_Southampton,26,Hull,Southampton,0,1,A,0,3
2013-2014,2013-2014_Hull_Stoke,16,Hull,Stoke,0,0,D,1,1
2013-2014,2013-2014_Hull_Sunderland,10,Hull,Sunderland,1,0,H,3,0
2013-2014,2013-2014_Hull_Swansea,34,Hull,Swansea,1,0,H,3,0
2013-2014,2013-2014_Hull_Tottenham,24,Hull,Tottenham,1,1,D,1,1
2013-2014,2013-2014_Hull_West Brom,31,Hull,West Brom,2,0,H,3,0
2013-2014,2013-2014_Hull_West Ham,6,Hull,West Ham,1,0,H,3,0
2013-2014,2013-2014_Liverpool_Arsenal,25,Liverpool,Arsenal,5,1,H,3,0
2013-2014,2013-2014_Liverpool_Aston Villa,22,Liverpool,Aston Villa,2,2,D,1,1
2013-2014,2013-2014_Liverpool_Cardiff,17,Liverpool,Cardiff,3,1,H,3,0
2013-2014,2013-2014_Liverpool_Chelsea,38,Liverpool,Chelsea,0,2,A,0,3
2013-2014,2013-2014_Liverpool_Crystal Palace,7,Liverpool,Crystal Palace,3,1,H,3,0
2013-2014,2013-2014_Liverpool_Everton,23,Liverpool,Everton,4,0,H,3,0
2013-2014,2013-2014_Liverpool_Fulham,11,Liverpool,Fulham,4,0,H,3,0
2013-2014,2013-2014_Liverpool_Hull,20,Liverpool,Hull,2,0,H,3,0
2013-2014,2013-2014_Liverpool_Man City,35,Liverpool,Man City,3,2,H,3,0
2013-2014,2013-2014_Liverpool_Man United,3,Liverpool,Man United,1,0,H,3,0
2013-2014,2013-2014_Liverpool_Newcastle,40,Liverpool,Newcastle,2,1,H,3,0
2013-2014,2013-2014_Liverpool_Norwich,14,Liverpool,Norwich,5,1,H,3,0
2013-2014,2013-2014_Liverpool_Southampton,5,Liverpool,Southampton,0,1,A,0,3
2013-2014,2013-2014_Liverpool_Stoke,1,Liverpool,Stoke,1,0,H,3,0
2013-2014,2013-2014_Liverpool_Sunderland,32,Liverpool,Sunderland,2,1,H,3,0
2013-2014,2013-2014_Liverpool_Swansea,27,Liverpool,Swansea,4,3,H,3,0
2013-2014,2013-2014_Liverpool_Tottenham,33,Liverpool,Tottenham,4,0,H,3,0
2013-2014,2013-2014_Liverpool_West Brom,9,Liverpool,West Brom,4,1,H,3,0
2013-2014,2013-2014_Liverpool_West Ham,15,Liverpool,West Ham,4,1,H,3,0
2013-2014,2013-2014_Man City_Arsenal,16,Man City,Arsenal,6,3,H,3,0
2013-2014,2013-2014_Man City_Aston Villa,39,Man City,Aston Villa,4,0,H,3,0
2013-2014,2013-2014_Man City_Cardiff,22,Man City,Cardiff,4,2,H,3,0
2013-2014,2013-2014_Man City_Chelsea,24,Man City,Chelsea,0,1,A,0,3
2013-2014,2013-2014_Man City_Crystal Palace,19,Man City,Crystal Palace,1,0,H,3,0
2013-2014,2013-2014_Man City_Everton,7,Man City,Everton,3,1,H,3,0
2013-2014,2013-2014_Man City_Fulham,31,Man City,Fulham,5,0,H,3,0
2013-2014,2013-2014_Man City_Hull,3,Man City,Hull,2,0,H,3,0
2013-2014,2013-2014_Man City_Liverpool,18,Man City,Liverpool,2,1,H,3,0
2013-2014,2013-2014_Man City_Man United,5,Man City,Man United,4,1,H,3,0
2013-2014,2013-2014_Man City_Newcastle,1,Man City,Newcastle,4,0,H,3,0
2013-2014,2013-2014_Man City_Norwich,10,Man City,Norwich,7,0,H,3,0
2013-2014,2013-2014_Man City_Southampton,34,Man City,Southampton,4,1,H,3,0
2013-2014,2013-2014_Man City_Stoke,27,Man City,Stoke,1,0,H,3,0
2013-2014,2013-2014_Man City_Sunderland,36,Man City,Sunderland,2,2,D,1,1
2013-2014,2013-2014_Man City_Swansea,13,Man City,Swansea,3,0,H,3,0
2013-2014,2013-2014_Man City_Tottenham,12,Man City,Tottenham,6,0,H,3,0
2013-2014,2013-2014_Man City_West Brom,37,Man City,West Brom,3,1,H,3,0
2013-2014,2013-2014_Man City_West Ham,40,Man City,West Ham,2,0,H,3,0
2013-2014,2013-2014_Man United_Arsenal,11,Man United,Arsenal,1,0,H,3,0
2013-2014,2013-2014_Man United_Aston Villa,33,Man United,Aston Villa,4,1,H,3,0
2013-2014,2013-2014_Man United_Cardiff,23,Man United,Cardiff,2,0,H,3,0
2013-2014,2013-2014_Man United_Chelsea,2,Man United,Chelsea,0,0,D,1,1
2013-2014,2013-2014_Man United_Crystal Palace,4,Man United,Crystal Palace,2,0,H,3,0
2013-2014,2013-2014_Man United_Everton,14,Man United,Everton,0,1,A,0,3
2013-2014,2013-2014_Man United_Fulham,25,Man United,Fulham,2,2,D,1,1
2013-2014,2013-2014_Man United_Hull,39,Man United,Hull,3,1,H,3,0
2013-2014,2013-2014_Man United_Liverpool,30,Man United,Liverpool,0,3,A,0,3
2013-2014,2013-2014_Man United_Man City,32,Man United,Man City,0,3,A,0,3
2013-2014,2013-2014_Man United_Newcastle,15,Man United,Newcastle,0,1,A,0,3
2013-2014,2013-2014_Man United_Norwich,38,Man United,Norwich,4,0,H,3,0
2013-2014,2013-2014_Man United_Southampton,8,Man United,Southampton,1,1,D,1,1
2013-2014,2013-2014_Man United_Stoke,9,Man United,Stoke,3,2,H,3,0
2013-2014,2013-2014_Man United_Sunderland,39,Man United,Sunderland,0,1,A,0,3
2013-2014,2013-2014_Man United_Swansea,21,Man United,Swansea,2,0,H,3,0
2013-2014,2013-2014_Man United_Tottenham,20,Man United,Tottenham,1,2,A,0,3
2013-2014,2013-2014_Man United_West Brom,6,Man United,West Brom,1,2,A,0,3
2013-2014,2013-2014_Man United_West Ham,17,Man United,West Ham,3,1,H,3,0
2013-2014,2013-2014_Newcastle_Arsenal,19,Newcastle,Arsenal,0,1,A,0,3
2013-2014,2013-2014_Newcastle_Aston Villa,27,Newcastle,Aston Villa,1,0,H,3,0
2013-2014,2013-2014_Newcastle_Cardiff,39,Newcastle,Cardiff,3,0,H,3,0
2013-2014,2013-2014_Newcastle_Chelsea,10,Newcastle,Chelsea,2,0,H,3,0
2013-2014,2013-2014_Newcastle_Crystal Palace,31,Newcastle,Crystal Palace,1,0,H,3,0
2013-2014,2013-2014_Newcastle_Everton,32,Newcastle,Everton,0,3,A,0,3
2013-2014,2013-2014_Newcastle_Fulham,3,Newcastle,Fulham,1,0,H,3,0
2013-2014,2013-2014_Newcastle_Hull,5,Newcastle,Hull,2,3,A,0,3
2013-2014,2013-2014_Newcastle_Liverpool,8,Newcastle,Liverpool,2,2,D,1,1
2013-2014,2013-2014_Newcastle_Man City,21,Newcastle,Man City,0,2,A,0,3
2013-2014,2013-2014_Newcastle_Man United,34,Newcastle,Man United,0,4,A,0,3
2013-2014,2013-2014_Newcastle_Norwich,12,Newcastle,Norwich,2,1,H,3,0
2013-2014,2013-2014_Newcastle_Southampton,16,Newcastle,Southampton,1,1,D,1,1
2013-2014,2013-2014_Newcastle_Stoke,18,Newcastle,Stoke,5,1,H,3,0
2013-2014,2013-2014_Newcastle_Sunderland,24,Newcastle,Sunderland,0,3,A,0,3
2013-2014,2013-2014_Newcastle_Swansea,37,Newcastle,Swansea,1,2,A,0,3
2013-2014,2013-2014_Newcastle_Tottenham,26,Newcastle,Tottenham,0,4,A,0,3
2013-2014,2013-2014_Newcastle_West Brom,13,Newcastle,West Brom,2,1,H,3,0
2013-2014,2013-2014_Newcastle_West Ham,2,Newcastle,West Ham,0,0,D,1,1
2013-2014,2013-2014_Norwich_Arsenal,40,Norwich,Arsenal,0,2,A,0,3
2013-2014,2013-2014_Norwich_Aston Villa,5,Norwich,Aston Villa,0,1,A,0,3
2013-2014,2013-2014_Norwich_Cardiff,9,Norwich,Cardiff,0,0,D,1,1
2013-2014,2013-2014_Norwich_Chelsea,7,Norwich,Chelsea,1,3,A,0,3
2013-2014,2013-2014_Norwich_Crystal Palace,13,Norwich,Crystal Palace,1,0,H,3,0
2013-2014,2013-2014_Norwich_Everton,1,Norwich,Everton,2,2,D,1,1
2013-2014,2013-2014_Norwich_Fulham,18,Norwich,Fulham,1,2,A,0,3
2013-2014,2013-2014_Norwich_Hull,22,Norwich,Hull,1,0,H,3,0
2013-2014,2013-2014_Norwich_Liverpool,37,Norwich,Liverpool,2,3,A,0,3
2013-2014,2013-2014_Norwich_Man City,25,Norwich,Man City,0,0,D,1,1
2013-2014,2013-2014_Norwich_Man United,19,Norwich,Man United,0,1,A,0,3
2013-2014,2013-2014_Norwich_Newcastle,23,Norwich,Newcastle,0,0,D,1,1
2013-2014,2013-2014_Norwich_Southampton,3,Norwich,Southampton,1,0,H,3,0
2013-2014,2013-2014_Norwich_Stoke,29,Norwich,Stoke,1,1,D,1,1
2013-2014,2013-2014_Norwich_Sunderland,31,Norwich,Sunderland,2,0,H,3,0
2013-2014,2013-2014_Norwich_Swansea,16,Norwich,Swansea,1,1,D,1,1
2013-2014,2013-2014_Norwich_Tottenham,27,Norwich,Tottenham,1,0,H,3,0
2013-2014,2013-2014_Norwich_West Brom,34,Norwich,West Brom,0,1,A,0,3
2013-2014,2013-2014_Norwich_West Ham,11,Norwich,West Ham,3,1,H,3,0
2013-2014,2013-2014_Southampton_Arsenal,23,Southampton,Arsenal,2,2,D,1,1
2013-2014,2013-2014_Southampton_Aston Villa,14,Southampton,Aston Villa,2,3,A,0,3
2013-2014,2013-2014_Southampton_Cardiff,35,Southampton,Cardiff,0,1,A,0,3
2013-2014,2013-2014_Southampton_Chelsea,20,Southampton,Chelsea,0,3,A,0,3
2013-2014,2013-2014_Southampton_Crystal Palace,6,Southampton,Crystal Palace,2,0,H,3,0
2013-2014,2013-2014_Southampton_Everton,38,Southampton,Everton,2,0,H,3,0
2013-2014,2013-2014_Southampton_Fulham,9,Southampton,Fulham,2,0,H,3,0
2013-2014,2013-2014_Southampton_Hull,11,Southampton,Hull,4,1,H,3,0
2013-2014,2013-2014_Southampton_Liverpool,28,Southampton,Liverpool,0,3,A,0,3
2013-2014,2013-2014_Southampton_Man City,15,Southampton,Man City,1,1,D,1,1
2013-2014,2013-2014_Southampton_Man United,40,Southampton,Man United,1,1,D,1,1
2013-2014,2013-2014_Southampton_Newcastle,33,Southampton,Newcastle,4,0,H,3,0
2013-2014,2013-2014_Southampton_Norwich,30,Southampton,Norwich,4,2,H,3,0
2013-2014,2013-2014_Southampton_Stoke,25,Southampton,Stoke,2,2,D,1,1
2013-2014,2013-2014_Southampton_Sunderland,2,Southampton,Sunderland,1,1,D,1,1
2013-2014,2013-2014_Southampton_Swansea,7,Southampton,Swansea,2,0,H,3,0
2013-2014,2013-2014_Southampton_Tottenham,17,Southampton,Tottenham,2,3,A,0,3
2013-2014,2013-2014_Southampton_West Brom,21,Southampton,West Brom,1,0,H,3,0
2013-2014,2013-2014_Southampton_West Ham,4,Southampton,West Ham,0,0,D,1,1
2013-2014,2013-2014_Stoke_Arsenal,28,Stoke,Arsenal,1,0,H,3,0
2013-2014,2013-2014_Stoke_Aston Villa,17,Stoke,Aston Villa,2,1,H,3,0
2013-2014,2013-2014_Stoke_Cardiff,14,Stoke,Cardiff,0,0,D,1,1
2013-2014,2013-2014_Stoke_Chelsea,15,Stoke,Chelsea,3,2,H,3,0
2013-2014,2013-2014_Stoke_Crystal Palace,2,Stoke,Crystal Palace,2,1,H,3,0
2013-2014,2013-2014_Stoke_Everton,20,Stoke,Everton,1,1,D,1,1
2013-2014,2013-2014_Stoke_Fulham,39,Stoke,Fulham,4,1,H,3,0
2013-2014,2013-2014_Stoke_Hull,33,Stoke,Hull,1,0,H,3,0
2013-2014,2013-2014_Stoke_Liverpool,21,Stoke,Liverpool,3,5,A,0,3
2013-2014,2013-2014_Stoke_Man City,4,Stoke,Man City,0,0,D,1,1
2013-2014,2013-2014_Stoke_Man United,24,Stoke,Man United,2,1,H,3,0
2013-2014,2013-2014_Stoke_Newcastle,35,Stoke,Newcastle,1,0,H,3,0
2013-2014,2013-2014_Stoke_Norwich,6,Stoke,Norwich,0,1,A,0,3
2013-2014,2013-2014_Stoke_Southampton,10,Stoke,Southampton,1,1,D,1,1
2013-2014,2013-2014_Stoke_Sunderland,12,Stoke,Sunderland,2,0,H,3,0
2013-2014,2013-2014_Stoke_Swansea,26,Stoke,Swansea,1,1,D,1,1
2013-2014,2013-2014_Stoke_Tottenham,38,Stoke,Tottenham,0,1,A,0,3
2013-2014,2013-2014_Stoke_West Brom,8,Stoke,West Brom,0,0,D,1,1
2013-2014,2013-2014_Stoke_West Ham,30,Stoke,West Ham,3,1,H,3,0
2013-2014,2013-2014_Sunderland_Arsenal,4,Sunderland,Arsenal,1,3,A,0,3
2013-2014,2013-2014_Sunderland_Aston Villa,20,Sunderland,Aston Villa,0,1,A,0,3
2013-2014,2013-2014_Sunderland_Cardiff,38,Sunderland,Cardiff,4,0,H,3,0
2013-2014,2013-2014_Sunderland_Chelsea,14,Sunderland,Chelsea,3,4,A,0,3
2013-2014,2013-2014_Sunderland_Crystal Palace,30,Sunderland,Crystal Palace,0,0,D,1,1
2013-2014,2013-2014_Sunderland_Everton,35,Sunderland,Everton,0,1,A,0,3
2013-2014,2013-2014_Sunderland_Fulham,1,Sunderland,Fulham,0,1,A,0,3
2013-2014,2013-2014_Sunderland_Hull,25,Sunderland,Hull,0,2,A,0,3
2013-2014,2013-2014_Sunderland_Liverpool,6,Sunderland,Liverpool,1,3,A,0,3
2013-2014,2013-2014_Sunderland_Man City,11,Sunderland,Man City,1,0,H,3,0
2013-2014,2013-2014_Sunderland_Man United,7,Sunderland,Man United,1,2,A,0,3
2013-2014,2013-2014_Sunderland_Newcastle,9,Sunderland,Newcastle,2,1,H,3,0
2013-2014,2013-2014_Sunderland_Norwich,17,Sunderland,Norwich,0,0,D,1,1
